post_id,Post link,post_text,hook,hook_len,created_date,day_of_week,week,is_midweek,Post type,format_inferred,Content Type,is_article,Impressions,Views,Clicks,Likes,Comments,Reposts,reactions_total,engagements_total,engagement_rate,ctr,amplification_rate,conversation_rate,char_count,word_count,line_breaks,hashtag_count,hashtag_list,has_link,mention_count,emoji_count,has_question,cta_type,theme,length_band,view_completeness,cta_confidence,value_prop_line,value_prop_in_first_3_sentences,industry_keywords,tone,pov,offer_type,cta_placement,cta_type_caption,cta_verb,has_question_prompt,hashtag_style,media_type,primary_visual,image_subject,person_present,face_visible,number_of_people,object_of_focus,background_type,background_dominant_colour,foreground_dominant_colour,palette,contrast_level,texture,text_on_image,headline_on_image,headline_style,headline_chars,subheadline_on_image,image_cta_text,brand_marks,brand_placement,graphic_style,campaign,angle,notable_element,ss_ids,ss_batches,slide_count,has_face_in_image,target_region,image_colour_theme
7455540400532066305,https://www.linkedin.com/feed/update/urn:li:activity:7455540400532066305,"Many universities wait over a year for their Pre Award system to connect with finance and HR platforms. GrantsNow delivers clean, pre built integrations with Oracle cloud so you can go live in less than half the time faster. Get in touch: https://lnkd.in/dU2Brsef

#University #ResearchManagement #GrantsNow",Many universities wait over a year for their Pre Award system to connect with finance and HR platforms. GrantsNow delive,120,2026-04-30,Thursday,2026-04-27/2026-05-03,1,Organic,Image or text,,False,223,,9,7,0,1,8,17,0.0762331838565022,0.0403587443946188,0.0044843049327354,0.0,307,46,2,3,"University, ResearchManagement, GrantsNow",1,0,0,0,contact,community_celebration,Short (25-60w),full,verified,GrantsNow delivers pre-built integrations with Oracle cloud so you can go live in less than half the time.,yes,"pre-award, integrations, finance, HR platforms, Oracle cloud, universities, research management",conversational,brand-and-you (mixed),demo,end,contact,Get in touch,no,brand + broad,image,action photo (MotoGP racing bike),"MotoGP racing bike with GrantsNow branding, motion blur, rider in green leathers","yes (rider on bike, helmet - face not visible)",no,1.0,the racing bike + '18+ months?' hook,photographic,green track blur + dark racing photo,green bike + white type,brand-teal + racing-green + photographic,high,action photo with speed blur,yes,Do Pre-Awards integrations really need 18+ months to build?,mixed-weight bold with '18+ months?' enlarged,60.0,GrantsNow does it faster,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + contact footer strip + UNIT4 Partner + Oracle Partner logos BR,corners + footer contact strip + partner co-brand row,sports action photo with typographic hook - completely off-template from the rest,demo - Oracle integration,product_capability,"MotoGP sponsorship photo (only sports metaphor in the set) + partner logos (UNIT4, Oracle) + first stat-in-headline that argues speed || IDENTICAL CAPTION, HEADLINE, URL AND VISUAL AS SS017. Fifth duplicate cluster in the set. Together with SS043's frustrated-executive portrait, this is now a three-post lineage around the '18 months integration' pain.","SS017, SS044","batch10, batch4",2.0,no,,brand-teal + racing-green + photographic
7457028793136975872,https://www.linkedin.com/feed/update/urn:li:activity:7457028793136975872,"It’s not just the big tasks slowing research teams down it’s the small, repetitive ones.

Chasing approvals. Updating spreadsheets. Managing versions. Re-entering data.

These hidden manual processes quietly drain time across both Pre- and Post-Award reducing capacity for higher-value work.

GrantsNow brings everything into one connected platform, helping teams:
✔ Eliminate duplicate data entry
✔ Streamline approvals and workflows
✔ Improve visibility across the full grant lifecycle

Less admin. More time for research.

Find out more in our upcoming webinar","It’s not just the big tasks slowing research teams down it’s the small, repetitive ones.",88,2026-05-04,Monday,2026-05-04/2026-05-10,0,Organic,Image or text,,False,210,,2,8,0,0,8,10,0.0476190476190476,0.0095238095238095,0.0,0.0,563,80,13,0,,0,0,3,0,learn_more,pain_point,Medium (60-120w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7457746257889988612,https://www.linkedin.com/feed/update/urn:li:activity:7457746257889988612,"Post-Award management doesn’t stop at funding it’s where pressure builds.

Reporting deadlines. Milestone tracking. Funder requirements.
Miss one, and it can impact future funding.

Many institutions still rely on manual tracking and reminders, increasing the risk of missed deadlines.

GrantsNow helps you stay in control with:
✔ Automated milestone tracking
✔ Real-time alerts and notifications
✔ Full visibility across the Post-Award lifecycle

Stay compliant. Stay on track. Never miss a deadline again.

Join our webinar to see how AI is taking this even further.",Post-Award management doesn’t stop at funding it’s where pressure builds.,73,2026-05-06,Wednesday,2026-05-04/2026-05-10,1,Organic,Image or text,,False,180,,3,9,0,0,9,12,0.0666666666666666,0.0166666666666666,0.0,0.0,568,84,14,0,,0,0,3,0,none,product_capability,Medium (60-120w),bottom-cropped,inferred,"GrantsNow helps you stay in control with automated milestone tracking, real-time alerts, and full visibility across the Post-Award lifecycle.",no (arrives after the pain setup),"post-award, reporting deadlines, milestone tracking, funder requirements, manual tracking, AI",authoritative,brand-and-you (mixed),webinar,end,register,Join,no,none visible in the screenshot,image,photo + typography with WEBINAR pill,soft-focus person with purple-teal gradient overlay + large question headline,yes,partial (soft focus),1.0,very large question headline,photographic,dark teal-to-purple gradient,white type + teal WEBINAR pill + teal accent words in headline,brand-teal + accent-purple + photographic,high,photo with heavy gradient overlay,yes,What if you never missed a Post-Award submission or reporting deadline again?,mixed-weight bold with teal accent on 'Post-Award submission or reporting deadline',79.0,Join us on Tuesday 19th May at 12:30pm to discuss how you can use AI to improve your Pre-Awards processes,,GrantsNow logo TL + Research Consulting logo TR + WEBINAR pill,corners + centered pill,webinar poster - photo hero with big question hook,webinar - AI in Pre-Awards,pain_point + thought_leadership,"third webinar poster in a series (SS014, SS015, SS016) - purple gradient variant + accent-coloured words inside the headline",SS016,batch4,1.0,yes,,brand-teal + accent-purple + photographic
7458093347295903747,https://www.linkedin.com/feed/update/urn:li:activity:7458093347295903747,"Can AI help universities simplify complexity, reduce administrative burden, and create more efficient pre-awards processes?

Join our upcoming webinar as industry experts explore how institutions can unlock greater value through smarter research management and AI-driven approaches.

📅 19th May 2026
🕐 12:30 PM – 1:30 PM BST
Register now: https://lnkd.in/ei2DNPX6

#HigherEducation #ResearchManagement #AI #PreAwards #GrantManagement #Webinar #GrantsNow","Can AI help universities simplify complexity, reduce administrative burden, and create more efficient pre-awards process",120,2026-05-07,Thursday,2026-05-04/2026-05-10,1,Organic,Image or text,,False,260,,49,2,0,1,3,52,0.2,0.1884615384615384,0.0038461538461538,0.0,453,57,8,7,"HigherEducation, ResearchManagement, AI, PreAwards, GrantManagement, Webinar, GrantsNow",1,0,2,1,read,product_capability,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7458501231242752000,https://www.linkedin.com/feed/update/urn:li:activity:7458501231242752000,"Compliance isn’t optional but it is slowing teams down.

Many institutions are still managing due diligence manually, across emails, spreadsheets, and disconnected systems. That’s where delays and risk creep in.

With GrantsNow, compliance and governance are centralised in one place, with:
✔ Automated approval workflows
✔ Built-in due diligence tracking
✔ Configurable ethics and compliance forms

Less admin. More confidence. Faster submissions.

👉 Join our webinar to see how AI is taking this even further.",Compliance isn’t optional but it is slowing teams down.,55,2026-05-08,Friday,2026-05-04/2026-05-10,0,Organic,Image or text,,False,155,,3,3,0,0,3,6,0.0387096774193548,0.0193548387096774,0.0,0.0,511,75,11,0,,0,0,4,0,none,product_capability,Medium (60-120w),bottom-cropped,inferred,"With GrantsNow, compliance and governance are centralised in one place, with automated workflows, due diligence tracking, and configurable ethics forms.",no (arrives in fourth sentence after pain setup),"compliance, due diligence, emails, spreadsheets, approval workflows, ethics, research funding applications",authoritative,brand-third-person,webinar,end,register,Join,no,none visible in the screenshot,image,photo + typography with WEBINAR pill,soft-focus person with dark purple-to-teal gradient overlay and question headline,yes,partial (soft focus),1.0,large question headline + WEBINAR pill,photographic,dark purple-pink to teal gradient,white type + teal WEBINAR pill,brand-teal + accent-purple + photographic,high,photo with heavy gradient overlay,yes,Are compliance checks slowing down research funding applications?,mixed-weight (some words in teal accent colour),63.0,Join us on Tuesday 19th May at 12:30pm to discuss how you can use AI to improve your Pre-Awards processes,,GrantsNow logo TL + Research Consulting logo TR + WEBINAR pill,corners + centered pill,webinar poster - photo hero with pill and question,webinar - AI in Pre-Awards,pain_point + thought_leadership,purple gradient is the first non-teal accent + emoji in caption (first ever) + accent colouring inside the headline,SS015,batch3,1.0,yes,,brand-teal + accent-purple + photographic
7459930112554217472,https://www.linkedin.com/feed/update/urn:li:activity:7459930112554217472,"Post-Award management is where the real pressure begins.
Reporting deadlines. Milestone tracking. Funder compliance. Miss one, and you risk more than a slap on the wrist — you risk your next award.

Yet most institutions are still managing this with manual trackers and calendar reminders. It's not a system. It's a gamble.

GrantsNow gives your team full control of the Post-Award lifecycle:
✔ Automated milestone tracking
✔ Real-time alerts and notifications
✔ End-to-end visibility, from award to close

Compliant. On track. No deadlines missed.

Join our webinar to see how AI is making Post-Award management even smarter: https://lnkd.in/ei2DNPX6",Post-Award management is where the real pressure begins.,56,2026-05-12,Tuesday,2026-05-11/2026-05-17,1,Organic,Image or text,,False,162,,4,10,0,0,10,14,0.0864197530864197,0.0246913580246913,0.0,0.0,651,98,12,0,,1,0,3,0,none,product_capability,Medium (60-120w),full,verified,"GrantsNow gives your team full control of the Post-Award lifecycle: automated milestone tracking, real-time alerts, end-to-end visibility.","no (arrives later, after the pain setup)","post-award, reporting deadlines, milestone tracking, funder compliance, automated, real-time alerts, AI, pre-awards",authoritative,brand-third-person,webinar,end,register,Join,no,none visible in the screenshot,image,typography on dark gradient,dark teal gradient with UPCOMING WEBINAR badge + question headline + date,no,no,0.0,cream card with question headline and event date,gradient,dark teal to green,white type + cream card + green WEBINAR pill,brand-teal + cream + green pill,high,flat gradient with subtle tech graphic,yes,How can Pre-Awards really benefit from AI?,mixed-weight bold,42.0,Join us on Tuesday 19th May at 12:30pm to discuss how you can use AI to improve your Pre-Awards processes. LAST FEW SEATS LEFT!,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + Research Consulting logo TR + contact footer strip,corners + footer contact strip,webinar poster with badge and event date,webinar - AI in Pre-Awards,thought_leadership + product_capability,first co-branded post (GrantsNow + Research Consulting) + first webinar + first caption with bullet points + urgency signal 'LAST FEW SEATS LEFT',SS014,batch3,1.0,no,,brand-teal + cream + green pill
7462781714726240256,https://www.linkedin.com/feed/update/urn:li:activity:7462781714726240256,"We recently hosted an insightful webinar discussion on the growing role of AI in research management, with professionals across the sector sharing perspectives on opportunities, challenges, and practical use cases.

The conversation explored how AI could support pre-award and post-award teams through smarter analysis, improved efficiency, and better visibility across research operations.

A big thank you to everyone who joined and contributed to the discussion.

#ResearchManagement #HigherEducation #AI #PreAward #PostAward","We recently hosted an insightful webinar discussion on the growing role of AI in research management, with professionals",120,2026-05-20,Wednesday,2026-05-18/2026-05-24,1,Organic,Image or text,,False,219,,1,13,0,0,13,14,0.0639269406392694,0.0045662100456621,0.0,0.0,528,70,6,5,"ResearchManagement, HigherEducation, AI, PreAward, PostAward",0,0,0,0,none,product_capability,Medium (60-120w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7462844535497273345,https://www.linkedin.com/feed/update/urn:li:activity:7462844535497273345,"We've summarised the key findings from our recent webinar on AI in pre and post award research management, where we explored where AI creates real value in grants management, from eligibility checking to faster proposal creation, and why capacity, not capability, is the biggest barrier holding teams back.","We've summarised the key findings from our recent webinar on AI in pre and post award research management, where we expl",120,2026-05-20,Wednesday,2026-05-18/2026-05-24,1,Organic,Article,Article,True,364,263.0,8,14,0,0,14,22,0.0604395604395604,0.0219780219780219,0.0,0.0,306,48,0,0,,0,0,0,0,none,product_capability,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7467241283829436416,https://www.linkedin.com/feed/update/urn:li:activity:7467241283829436416,"Thanks, ARMA! Delighted to be supporting #ARMA2026 as the official Lanyard Partner and exhibiting at the event. Looking forward to seeing everyone in Harrogate!","Thanks, ARMA! Delighted to be supporting #ARMA2026 as the official Lanyard Partner and exhibiting at the event. Looking ",120,2026-06-01,Monday,2026-06-01/2026-06-07,0,Organic,Image or text,,False,289,,9,5,0,1,6,15,0.0519031141868512,0.0311418685121107,0.0034602076124567,0.0,160,24,0,1,ARMA2026,0,0,0,0,none,event_presence,Very short (<25w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7467521714789216256,https://www.linkedin.com/feed/update/urn:li:activity:7467521714789216256,"We are proud to be a sponsor of ARMA 2026. Come find us at our desk, where our team will be on hand to talk through how GrantsNow helps research offices manage grants from pre-award to post-award. See you in Harrogate.

ARMA UK (Association of Research Managers and Administrators)
 
#ARMA2026 #ResearchManagement #ResearchAdmin #HigherEducation #ResearchFunding #UKResearch","We are proud to be a sponsor of ARMA 2026. Come find us at our desk, where our team will be on hand to talk through how ",120,2026-06-02,Tuesday,2026-06-01/2026-06-07,1,Organic,Image or text,,False,400,,11,14,0,2,16,27,0.0675,0.0275,0.005,0.0,374,55,4,6,"ARMA2026, ResearchManagement, ResearchAdmin, HigherEducation, ResearchFunding, UKResearch",0,0,0,0,none,event_presence,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7468202450068418560,https://www.linkedin.com/feed/update/urn:li:activity:7468202450068418560,"Ian McGowan and Felicia T. spent yesterday at the Unit4 event in Birmingham, connecting with peers from across the higher education community and discussing the challenges and opportunities facing the sector.

They also had the pleasure of visiting our valued client, Aston University, making for a productive day of conversations and collaboration","Ian McGowan and Felicia T. spent yesterday at the Unit4 event in Birmingham, connecting with peers from across the highe",120,2026-06-04,Thursday,2026-06-01/2026-06-07,1,Organic,Image or text,,False,611,,181,28,0,0,28,209,0.3420621931260229,0.2962356792144026,0.0,0.0,348,52,2,0,,0,0,0,0,none,other,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7470070276110729217,https://www.linkedin.com/feed/update/urn:li:activity:7470070276110729217,"Come check out some of our newest GrantsNow features at our desk, and chat with the team about how we're helping research offices manage Grants.
 
See you in Harrogate. 

ARMA UK (Association of Research Managers and Administrators)
#ARMA2026 #ResearchManagement #ResearchAdmin #HigherEducation #ResearchFunding #UKResearch","Come check out some of our newest GrantsNow features at our desk, and chat with the team about how we're helping researc",120,2026-06-09,Tuesday,2026-06-08/2026-06-14,1,Organic,Image or text,,False,313,,4,21,0,2,23,27,0.0862619808306709,0.0127795527156549,0.0063897763578274,0.0,323,43,5,6,"ARMA2026, ResearchManagement, ResearchAdmin, HigherEducation, ResearchFunding, UKResearch",0,0,0,0,none,event_presence,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7470830070484541441,https://www.linkedin.com/feed/update/urn:li:activity:7470830070484541441,"Meet the GrantsNow team at ARMA 2026 to explore how AI-powered funding discovery, seamless workflows, and integrated Grants management are helping research offices uncover more relevant opportunities and make the most of every funding call.

Get in touch: https://lnkd.in/dU2Brsef

ARMA UK (Association of Research Managers and Administrators)

#ARMA2026 #ResearchManagement #ResearchFunding #HigherEducation #GrantManagement #ResearchDevelopment #GrantsNow","Meet the GrantsNow team at ARMA 2026 to explore how AI-powered funding discovery, seamless workflows, and integrated Gra",120,2026-06-11,Thursday,2026-06-08/2026-06-14,1,Organic,Image or text,,False,244,,5,16,0,3,19,24,0.0983606557377049,0.0204918032786885,0.0122950819672131,0.0,457,54,6,7,"ARMA2026, ResearchManagement, ResearchFunding, HigherEducation, GrantManagement, ResearchDevelopment, GrantsNow",1,0,0,0,read,event_presence,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7472536161136193536,https://www.linkedin.com/feed/update/urn:li:activity:7472536161136193536,"ARMA 2026 is here!

Look forward to speaking with our clients and the ARMA community on how we can improve the efficiency of the Research Office.

See you in Harrogate.
",ARMA 2026 is here!,18,2026-06-16,Tuesday,2026-06-15/2026-06-21,1,Organic,Image or text,,False,83,,4,2,0,0,2,6,0.072289156626506,0.0481927710843373,0.0,0.0,169,30,5,0,,0,0,0,0,none,event_presence,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7472551067826814976,https://www.linkedin.com/feed/update/urn:li:activity:7472551067826814976,,,0,2026-06-16,Tuesday,2026-06-15/2026-06-21,1,Organic,Article,Article,True,201,158.0,1,9,0,0,9,10,0.0497512437810945,0.0049751243781094,0.0,0.0,0,0,0,0,,0,0,0,0,none,other,Very short (<25w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7472680964054384640,https://www.linkedin.com/feed/update/urn:li:activity:7472680964054384640,"We are now in Harrogate!
Looking forward to ARMA

ARMA UK (Association of Research Managers and Administrators) 

#GrantsNow #ARMA2026",We are now in Harrogate!,24,2026-06-16,Tuesday,2026-06-15/2026-06-21,1,Organic,Image or text,,False,715,,26,40,0,2,42,68,0.0951048951048951,0.0363636363636363,0.0027972027972027,0.0,134,19,5,2,"GrantsNow, ARMA2026",0,0,0,0,none,event_presence,Very short (<25w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7472915819149189122,https://www.linkedin.com/feed/update/urn:li:activity:7472915819149189122,"The GrantsNow team enjoyed the ARMA Pub Quiz last night
We need to do more research on the local area before next year, so we can improve our score...

#GrantsNow #ARMA #ARMA2026 ",The GrantsNow team enjoyed the ARMA Pub Quiz last night,55,2026-06-17,Wednesday,2026-06-15/2026-06-21,1,Organic,Image or text,,False,891,,95,31,0,0,31,126,0.1414141414141414,0.1066217732884399,0.0,0.0,179,32,3,3,"GrantsNow, ARMA, ARMA2026",0,0,0,0,none,event_presence,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7473096663725707265,https://www.linkedin.com/feed/update/urn:li:activity:7473096663725707265,"We are at ARMA! Come meet the team at our desk!

ARMA UK (Association of Research Managers and Administrators)

#ARMA #GrantsNow",We are at ARMA! Come meet the team at our desk!,47,2026-06-17,Wednesday,2026-06-15/2026-06-21,1,Organic,Image or text,,False,1244,,72,36,0,3,39,111,0.0892282958199356,0.0578778135048231,0.0024115755627009,0.0,128,21,4,2,"ARMA, GrantsNow",0,0,0,0,none,event_presence,Very short (<25w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7473373602705248256,https://www.linkedin.com/feed/update/urn:li:activity:7473373602705248256,"It was lovely meeting and chatting with everyone in person at ARMA. 

#GrantsNow #ARMA ",It was lovely meeting and chatting with everyone in person at ARMA. ,68,2026-06-18,Thursday,2026-06-15/2026-06-21,1,Organic,Image or text,,False,854,,44,33,1,0,34,78,0.0913348946135831,0.0515222482435597,0.0,0.0011709601873536,87,14,2,2,"GrantsNow, ARMA",0,0,0,0,none,event_presence,Very short (<25w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7473698646396555264,https://www.linkedin.com/feed/update/urn:li:activity:7473698646396555264,"Congratulations to Wellcome Sanger Institute for winning the Innovation in Research Management Award at ARMA 2026. 

#ARMA #ARMA2026 #GrantsNow ",Congratulations to Wellcome Sanger Institute for winning the Innovation in Research Management Award at ARMA 2026. ,115,2026-06-19,Friday,2026-06-15/2026-06-21,0,Organic,Image or text,,False,741,,76,32,1,0,33,109,0.1470985155195681,0.1025641025641025,0.0,0.0013495276653171,144,19,2,3,"ARMA, ARMA2026, GrantsNow",0,0,0,0,none,event_presence,Very short (<25w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7473645838729109504,https://www.linkedin.com/feed/update/urn:li:activity:7473645838729109504,"ARMA Wrap from GrantsNow...

We had a great few days with the ARMA community in Harrogate. We met with our clients, prospects and friends in the world of Research Administration.
GrantsNow continues to help to achieve great efficiency and more funding for Research Organisations across the globe.
See you in Birmingham in 2027!

#ARMA #ARMA2026 #GrantsNow",ARMA Wrap from GrantsNow...,27,2026-06-19,Friday,2026-06-15/2026-06-21,0,Organic,Image or text,,False,1453,,1176,47,1,1,49,1225,0.8430832759807295,0.8093599449415003,0.0006882312456985,0.0006882312456985,355,56,6,3,"ARMA, ARMA2026, GrantsNow",0,0,0,0,none,event_presence,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7474831101769912320,https://www.linkedin.com/feed/update/urn:li:activity:7474831101769912320,"We know every funder has different rules, manually looking this up over lots of funders takes up valuable time.

GrantsNow's AI does the checking instantly, so your researchers spend their time writing, not reading guidance notes.

Book a demo: https://lnkd.in/dU2Brsef 
#GrantsManagement #AIinResearch #PreAward #ResearchOffice #UKUniversities","We know every funder has different rules, manually looking this up over lots of funders takes up valuable time.",111,2026-06-22,Monday,2026-06-22/2026-06-28,0,Organic,Image or text,,False,147,,8,6,0,1,7,15,0.1020408163265306,0.0544217687074829,0.0068027210884353,0.0,344,45,5,5,"GrantsManagement, AIinResearch, PreAward, ResearchOffice, UKUniversities",1,0,0,0,book_demo,product_capability,Short (25-60w),full,verified,"GrantsNow's AI does the eligibility checking instantly, so researchers write instead of reading guidance notes.",yes,"funder rules, eligibility, AI, researchers, guidance notes, pre-award, research office, UK universities",conversational,brand-and-you (mixed),demo,end,book_demo,Book,no,niche + audience-targeted (UK higher ed),image,photo + teal card overlay,team meeting photo (four people) with teal card centred,yes,yes (multiple faces),4.0,question headline + 'We can help' response with checkmark,photographic,dark teal photo tint,teal card + cream border + white type,brand-teal + photographic + cream,high,photo realistic with darkened tint,yes,Are your teams struggling with eligibility checks that slows everything down?,mixed-weight bold (eligibility checks in heavier weight),78.0,We can help!,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,photo hero with centred teal card and 'We can help' response,demo - AI eligibility checks,pain_point + product_capability,most people in a single image so far (4) + long question headline (78 chars),SS012,batch3,1.0,yes,,brand-teal + photographic + cream
7476203732867735552,https://www.linkedin.com/feed/update/urn:li:activity:7476203732867735552,"Still managing grants across emails, spreadsheets, and disconnected systems? Learn how universities are simplifying the grants lifecycle with a single, integrated platform.
Download the whitepaper: https://lnkd.in/g8AanByU

#GrantsNow #Research #Universities ","Still managing grants across emails, spreadsheets, and disconnected systems? Learn how universities are simplifying the ",120,2026-06-26,Friday,2026-06-22/2026-06-28,0,Organic,Image or text,,False,136,,12,7,0,1,8,20,0.1470588235294117,0.088235294117647,0.0073529411764705,0.0,259,29,3,3,"GrantsNow, Research, Universities",1,0,0,1,download,pain_point,Short (25-60w),full,verified,"Universities are simplifying the grants lifecycle with a single, integrated platform.",yes,"grants, emails, spreadsheets, disconnected systems, grants lifecycle, integrated platform, universities",conversational,brand-and-you (mixed),whitepaper,end,download,Download,yes,brand + broad,image,typography on gradient,cream-to-mint gradient with teal card and yellow CTA,no,no,0.0,teal card with orange border and yellow CTA button,gradient,cream to soft mint,dark teal card + orange border + yellow CTA,brand-teal + gold + cream,high,flat gradient with subtle grid,yes,Managing Research Grants Shouldn't Mean Managing Multiple Systems,title-case mixed-weight bold,63.0,Want to know how we can help?,Download the Whitepaper to learn more,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,no-photo poster - all typography and card,whitepaper - integrated platform,pain_point + product_capability,yellow CTA pill button + orange card border (rare accent) and a sub-question inviting a reply,SS011,batch3,1.0,no,,brand-teal + gold + cream
7477323401225719808,https://www.linkedin.com/feed/update/urn:li:activity:7477323401225719808,"Are manual proposal updates across emails or spreadsheets slowing down your bid process? GrantsNow gives everyone a single dashboard with full visibility of every proposal, tailored to their dept/role.

We would be happy to connect: https://lnkd.in/dU2Brsef 

#GrantsManagement #ResearchOffice #PreAward #UKUniversities #HigherEducationUK",Are manual proposal updates across emails or spreadsheets slowing down your bid process? GrantsNow gives everyone a sing,120,2026-06-29,Monday,2026-06-29/2026-07-05,0,Organic,Image or text,,False,84,,4,3,0,0,3,7,0.0833333333333333,0.0476190476190476,0.0,0.0,338,41,4,5,"GrantsManagement, ResearchOffice, PreAward, UKUniversities, HigherEducationUK",1,0,0,1,none,product_capability,Short (25-60w),full,verified,"GrantsNow gives everyone a single dashboard with full visibility of every proposal, tailored to their dept and role.",yes,"manual proposal updates, emails, spreadsheets, bid process, single dashboard, research office, pre-award, UK universities",conversational,brand-and-you (mixed),demo,end,contact,Connect,yes,niche + audience-targeted (UK higher ed),image,photo + teal card overlay,woman at desk with monitor in background + teal card centred,yes,yes (side profile),1.0,teal card with question - manual proposal tracking phrase in bold,photographic,muted green-grey office photo,teal card + cream border + white type,brand-teal + cream + photographic,high,photo realistic with subtle desaturation,yes,Is your research office held back with manual proposal tracking?,mixed-weight bold (manual proposal tracking in heavier weight),61.0,,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,"photo hero with centred teal card, headline-only in image",demo - dashboard visibility,pain_point,question in both caption first line and image headline - most on-message hook of the batch,SS010,batch2,1.0,yes,,brand-teal + cream + photographic
7478022878341361664,https://www.linkedin.com/feed/update/urn:li:activity:7478022878341361664,"Role-based access helps universities give researchers, reviewers, finance teams, and administrators access only to the information they need, improving security, collaboration, and governance across the research funding lifecycle.

Download our whitepaper to learn more:
https://lnkd.in/eVuMpbP2

#ResearchManagement #GrantManagement #HigherEducation #ResearchFunding #DataGovernance #ResearchSupport #GrantsNow","Role-based access helps universities give researchers, reviewers, finance teams, and administrators access only to the i",120,2026-07-01,Wednesday,2026-06-29/2026-07-05,1,Organic,Image or text,,False,132,,4,3,0,0,3,7,0.053030303030303,0.0303030303030303,0.0,0.0,411,42,5,7,"ResearchManagement, GrantManagement, HigherEducation, ResearchFunding, DataGovernance, ResearchSupport, GrantsNow",1,0,0,0,download,product_capability,Short (25-60w),full,verified,"Role-based access gives each user access only to what they need, improving security, collaboration, and governance.",yes,"role-based access, universities, researchers, reviewers, finance teams, data governance, research funding lifecycle, higher education",authoritative,brand-third-person,whitepaper,end,download,Download,no,brand + broad + niche - very heavy (7 tags),image,photo + white card overlay with orange border,woman at computer in background + cream card with orange rounded border,yes,partial (soft focus),1.0,cream card with orange border and yellow CTA button,photographic,dark teal photo tint,cream card + orange border + teal type + yellow CTA button,brand-teal + gold + accent-orange,high,photo realistic with darkened tint + flat card,yes,Role-Based Access That Simplifies Research Management,title-case mixed-weight bold,53.0,The Right People. The Right Access. Every Time.,Download the Whitepaper to learn more,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,photo hero with cream card and prominent yellow button,whitepaper - role-based access,product_capability,yellow CTA button (only post in the set with a filled yellow button) + 7 hashtags (heaviest in the set),SS009,batch2,1.0,yes,,brand-teal + gold + accent-orange
7478730620421025792,https://www.linkedin.com/feed/update/urn:li:activity:7478730620421025792,"The most valuable conversations at #ARMA2026 weren't about software. They were about the everyday challenges research teams face, from finding funding opportunities to managing disconnected systems and reporting. We share the key insights in our latest article.

ARMA UK (Association of Research Managers and Administrators)

#ResearchManagement #ResearchSupport #HigherEducation #GrantManagement #GrantsNow",The most valuable conversations at #ARMA2026 weren't about software. They were about the everyday challenges research te,120,2026-07-03,Friday,2026-06-29/2026-07-05,0,Organic,Article,Article,True,471,229.0,10,9,0,0,9,19,0.0403397027600849,0.0212314225053078,0.0,0.0,407,50,4,6,"ARMA2026, ResearchManagement, ResearchSupport, HigherEducation, GrantManagement, GrantsNow",0,0,0,0,none,event_presence,Short (25-60w),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
