post_id,batch,view_completeness,cta_confidence,caption,first_line,first_line_chars,first_line_type,pre_seemore_chars,pre_seemore_hook_complete,word_count,sentence_count,paragraph_count,avg_sentence_words,reading_grade,has_bullets,bullet_count,has_emojis,emoji_count,has_bold_or_caps_emphasis,value_prop_line,value_prop_in_first_3_sentences,industry_keywords,tone,pov,offer_type,cta_placement,cta_type_caption,cta_verb,has_question_prompt,hashtag_count,hashtags,hashtag_style,at_mentions,urls_in_caption,media_type,primary_visual,image_subject,person_present,face_visible,number_of_people,object_of_focus,background_type,background_dominant_colour,foreground_dominant_colour,palette,contrast_level,texture,text_on_image,headline_on_image,headline_style,headline_chars,subheadline_on_image,image_cta_text,brand_marks,brand_placement,graphic_style,notable_element,campaign,angle,linkedin_post_id,posted_date,match_score,match_method,match_impressions
SS011,batch3,full,verified,"Still managing grants across emails, spreadsheets, and disconnected systems? Learn how universities are simplifying the grants lifecycle with a single, integrated platform.

Download the whitepaper: https://lnkd.in/g8AanByU

#GrantsNow #Research #Universities","Still managing grants across emails, spreadsheets, and disconnected systems? Learn how universities are simplifying the grants lifecycle with a single, integrated platform.",172,statement,210,yes,25,3,3,8.3,11.3,no,0,no,0,no,"Universities are simplifying the grants lifecycle with a single, integrated platform.",yes,"grants, emails, spreadsheets, disconnected systems, grants lifecycle, integrated platform, universities",conversational,brand-and-you (mixed),whitepaper,end,download,Download,yes,3,"#GrantsNow, #Research, #Universities",brand + broad,,https://lnkd.in/g8AanByU,image,typography on gradient,cream-to-mint gradient with teal card and yellow CTA,no,no,0,teal card with orange border and yellow CTA button,gradient,cream to soft mint,dark teal card + orange border + yellow CTA,brand-teal + gold + cream,high,flat gradient with subtle grid,yes,Managing Research Grants Shouldn't Mean Managing Multiple Systems,title-case mixed-weight bold,63,Want to know how we can help?,Download the Whitepaper to learn more,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,no-photo poster - all typography and card,yellow CTA pill button + orange card border (rare accent) and a sub-question inviting a reply,whitepaper - integrated platform,pain_point + product_capability,7476203732867735552,2026-06-26,1.0,prefix (191 chars),140.0
SS012,batch3,full,verified,"We know every funder has different rules, manually looking this up over lots of funders takes up valuable time.

GrantsNow's AI does the checking instantly, so your researchers spend their time writing, not reading guidance notes.

Book a demo: https://lnkd.in/dU2Brsef
#GrantsManagement #AIinResearch #PreAward #ResearchOffice #UKUniversities","We know every funder has different rules, manually looking this up over lots of funders takes up valuable time.",111,statement,210,yes,39,3,3,13.0,8.5,no,0,no,0,no,"GrantsNow's AI does the eligibility checking instantly, so researchers write instead of reading guidance notes.",yes,"funder rules, eligibility, AI, researchers, guidance notes, pre-award, research office, UK universities",conversational,brand-and-you (mixed),demo,end,book_demo,Book,no,5,"#GrantsManagement, #AIinResearch, #PreAward, #ResearchOffice, #UKUniversities",niche + audience-targeted (UK higher ed),,https://lnkd.in/dU2Brsef,image,photo + teal card overlay,team meeting photo (four people) with teal card centred,yes,yes (multiple faces),4,question headline + 'We can help' response with checkmark,photographic,dark teal photo tint,teal card + cream border + white type,brand-teal + photographic + cream,high,photo realistic with darkened tint,yes,Are your teams struggling with eligibility checks that slows everything down?,mixed-weight bold (eligibility checks in heavier weight),78,We can help!,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,photo hero with centred teal card and 'We can help' response,most people in a single image so far (4) + long question headline (78 chars),demo - AI eligibility checks,pain_point + product_capability,7474831101769912320,2026-06-22,1.0,prefix (236 chars),150.0
SS013,batch3,full,verified,"Unlock more funding opportunities with less effort. Want to know how? Set up a demo - https://lnkd.in/dU2Brsef

#GrantsNow #Funding #GrantsManagement",Unlock more funding opportunities with less effort. Want to know how? Set up a demo - https://lnkd.in/dU2Brsef,110,statement,149,yes,16,3,2,5.3,4.5,no,0,no,0,no,Increase your grant funding opportunities by 25% with the Funder Opportunity Scanner.,yes,"funding opportunities, funder opportunity scanner, grants management, grant funding",conversational,brand-and-you (mixed),demo,end,book_demo,Set up,yes,3,"#GrantsNow, #Funding, #GrantsManagement",brand + broad,,https://lnkd.in/dU2Brsef,image,typography on dark gradient,dark teal gradient with subtle wave lines and headline stat,no,no,0,the 25% stat inside the headline,gradient,dark teal to green,white type,brand-teal (dark) + white,high,flat gradient with wave line motif,yes,Increase your grant funding opportunities by 25% with the Funder Opportunity Scanner,mixed-weight (numbers not visually enlarged),88,Don't believe it?,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,typography-only dark poster with stat as hook,first stat-based hook (25%) + provocative 'Don't believe it?' closer - most distinctive tone in the set,demo - funder opportunity scanner,product_capability,7425109299497984000,2026-02-05,1.0,prefix (81 chars),159.0
SS014,batch3,full,verified,"Post-Award management is where the real pressure begins. Reporting deadlines. Milestone tracking. Funder compliance. Miss one, and you risk more than a slap on the wrist - you risk your next award.

Yet most institutions are still managing this with manual trackers and calendar reminders. It's not a system. It's a gamble.

GrantsNow gives your team full control of the Post-Award lifecycle:
✓ Automated milestone tracking
✓ Real-time alerts and notifications
✓ End-to-end visibility, from award to close

Compliant. On track. No deadlines missed.

Join our webinar to see how AI is making Post-Award management even smarter: https://lnkd.in/ei2DNPX6","Post-Award management is where the real pressure begins. Reporting deadlines. Milestone tracking. Funder compliance. Miss one, and you risk more than a slap on the wrist - you risk your next award.",197,statement,210,yes,97,12,5,8.1,6.9,yes,3,no,0,no,"GrantsNow gives your team full control of the Post-Award lifecycle: automated milestone tracking, real-time alerts, end-to-end visibility.","no (arrives later, after the pain setup)","post-award, reporting deadlines, milestone tracking, funder compliance, automated, real-time alerts, AI, pre-awards",authoritative,brand-third-person,webinar,end,register,Join,no,0,,none visible in the screenshot,,https://lnkd.in/ei2DNPX6,image,typography on dark gradient,dark teal gradient with UPCOMING WEBINAR badge + question headline + date,no,no,0,cream card with question headline and event date,gradient,dark teal to green,white type + cream card + green WEBINAR pill,brand-teal + cream + green pill,high,flat gradient with subtle tech graphic,yes,How can Pre-Awards really benefit from AI?,mixed-weight bold,42,Join us on Tuesday 19th May at 12:30pm to discuss how you can use AI to improve your Pre-Awards processes. LAST FEW SEATS LEFT!,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + Research Consulting logo TR + contact footer strip,corners + footer contact strip,webinar poster with badge and event date,first co-branded post (GrantsNow + Research Consulting) + first webinar + first caption with bullet points + urgency signal 'LAST FEW SEATS LEFT',webinar - AI in Pre-Awards,thought_leadership + product_capability,7459930112554217472,2026-05-12,1.0,prefix (400 chars),162.0
SS015,batch3,bottom-cropped,inferred,"Compliance isn't optional but it is slowing teams down.

Many institutions are still managing due diligence manually, across emails, spreadsheets, and disconnected systems. That's where delays and risk creep in.

With GrantsNow, compliance and governance are centralised in one place, with:
✓ Automated approval workflows
✓ Built-in due diligence tracking
✓ Configurable ethics and compliance forms

Less admin. More confidence. Faster submissions.

👉 Join our webinar to see how AI is taking this even further.",Compliance isn't optional but it is slowing teams down.,55,statement,210,yes,75,7,5,10.7,8.9,yes,3,yes,1,no,"With GrantsNow, compliance and governance are centralised in one place, with automated workflows, due diligence tracking, and configurable ethics forms.",no (arrives in fourth sentence after pain setup),"compliance, due diligence, emails, spreadsheets, approval workflows, ethics, research funding applications",authoritative,brand-third-person,webinar,end,register,Join,no,0,,none visible in the screenshot,,,image,photo + typography with WEBINAR pill,soft-focus person with dark purple-to-teal gradient overlay and question headline,yes,partial (soft focus),1,large question headline + WEBINAR pill,photographic,dark purple-pink to teal gradient,white type + teal WEBINAR pill,brand-teal + accent-purple + photographic,high,photo with heavy gradient overlay,yes,Are compliance checks slowing down research funding applications?,mixed-weight (some words in teal accent colour),63,Join us on Tuesday 19th May at 12:30pm to discuss how you can use AI to improve your Pre-Awards processes,,GrantsNow logo TL + Research Consulting logo TR + WEBINAR pill,corners + centered pill,webinar poster - photo hero with pill and question,purple gradient is the first non-teal accent + emoji in caption (first ever) + accent colouring inside the headline,webinar - AI in Pre-Awards,pain_point + thought_leadership,7458501231242752000,2026-05-08,1.0,prefix (400 chars),155.0
SS016,batch4,bottom-cropped,inferred,"Post-Award management doesn't stop at funding it's where pressure builds.

Reporting deadlines. Milestone tracking. Funder requirements.
Miss one, and it can impact future funding.

Many institutions still rely on manual tracking and reminders, increasing the risk of missed deadlines.

GrantsNow helps you stay in control with:
✓ Automated milestone tracking
✓ Real-time alerts and notifications
✓ Full visibility across the Post-Award lifecycle

Stay compliant. Stay on track. Never miss a deadline again.

Join our webinar to see how AI is taking this even further.",Post-Award management doesn't stop at funding it's where pressure builds.,73,statement,210,yes,84,10,6,8.4,8.3,yes,3,no,0,no,"GrantsNow helps you stay in control with automated milestone tracking, real-time alerts, and full visibility across the Post-Award lifecycle.",no (arrives after the pain setup),"post-award, reporting deadlines, milestone tracking, funder requirements, manual tracking, AI",authoritative,brand-and-you (mixed),webinar,end,register,Join,no,0,,none visible in the screenshot,,,image,photo + typography with WEBINAR pill,soft-focus person with purple-teal gradient overlay + large question headline,yes,partial (soft focus),1,very large question headline,photographic,dark teal-to-purple gradient,white type + teal WEBINAR pill + teal accent words in headline,brand-teal + accent-purple + photographic,high,photo with heavy gradient overlay,yes,What if you never missed a Post-Award submission or reporting deadline again?,mixed-weight bold with teal accent on 'Post-Award submission or reporting deadline',79,Join us on Tuesday 19th May at 12:30pm to discuss how you can use AI to improve your Pre-Awards processes,,GrantsNow logo TL + Research Consulting logo TR + WEBINAR pill,corners + centered pill,webinar poster - photo hero with big question hook,"third webinar poster in a series (SS014, SS015, SS016) - purple gradient variant + accent-coloured words inside the headline",webinar - AI in Pre-Awards,pain_point + thought_leadership,7457746257889988612,2026-05-06,1.0,prefix (400 chars),180.0
SS017,batch4,full,verified,"Many universities wait over a year for their Pre Award system to connect with finance and HR platforms. GrantsNow delivers clean, pre built integrations with Oracle cloud so you can go live in less than half the time faster. Get in touch: https://lnkd.in/dU2Brsef

#University #ResearchManagement #GrantsNow","Many universities wait over a year for their Pre Award system to connect with finance and HR platforms. GrantsNow delivers clean, pre built integrations with Oracle cloud so you can go live in less than half the time faster. Get in touch: https://lnkd.in/dU2Brsef",263,statement,210,no,42,3,2,14.0,7.0,no,0,no,0,no,GrantsNow delivers pre-built integrations with Oracle cloud so you can go live in less than half the time.,yes,"pre-award, integrations, finance, HR platforms, Oracle cloud, universities, research management",conversational,brand-and-you (mixed),demo,end,contact,Get in touch,no,3,"#University, #ResearchManagement, #GrantsNow",brand + broad,,https://lnkd.in/dU2Brsef,image,action photo (MotoGP racing bike),"MotoGP racing bike with GrantsNow branding, motion blur, rider in green leathers","yes (rider on bike, helmet - face not visible)",no,1,the racing bike + '18+ months?' hook,photographic,green track blur + dark racing photo,green bike + white type,brand-teal + racing-green + photographic,high,action photo with speed blur,yes,Do Pre-Awards integrations really need 18+ months to build?,mixed-weight bold with '18+ months?' enlarged,60,GrantsNow does it faster,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + contact footer strip + UNIT4 Partner + Oracle Partner logos BR,corners + footer contact strip + partner co-brand row,sports action photo with typographic hook - completely off-template from the rest,"MotoGP sponsorship photo (only sports metaphor in the set) + partner logos (UNIT4, Oracle) + first stat-in-headline that argues speed",demo - Oracle integration,product_capability,7455540400532066305,2026-04-30,1.0,prefix (234 chars),223.0
SS018,batch4,bottom-cropped,inferred,"GrantsNow empowers research offices to identify the right opportunities faster, streamline submissions, and increase funding success through automation and smart integrations. Find out how: https://lnkd.in/dU2Brsef

#GrantsNow #ResearchFunding #GrantsManagement #PreAwards #HigherEducation #FundingSuccess #ResearchInnovation","GrantsNow empowers research offices to identify the right opportunities faster, streamline submissions, and increase funding success through automation and smart integrations. Find out how: https://lnkd.in/dU2Brsef",214,statement,210,no,24,2,2,12.0,13.7,no,0,no,0,no,"GrantsNow empowers research offices to identify opportunities faster, streamline submissions, and increase funding success through automation and integrations.",yes,"research offices, funding opportunities, submissions, automation, integrations, higher education, funding success, research innovation",authoritative,brand-third-person,demo,end,contact,Find out,no,7,"#GrantsNow, #ResearchFunding, #GrantsManagement, #PreAwards, #HigherEducation, #FundingSuccess, #ResearchInnovation",brand + broad - very heavy (7 tags),,https://lnkd.in/dU2Brsef,image,photo + cream card overlay,professional man in suit gesturing at a data screen with team behind him,yes,yes,4,man pointing at data screen + 'Only GrantsNow!' claim,photographic,bright white-blue office (unusual - lightest in the set),cream card + orange border + teal type + teal 'Only GrantsNow!' pill,brand-teal + gold + bright-photographic,medium,bright natural-light photo with flat card,yes,The solution for maximising Grants funding opportunities,mixed-weight bold with 'maximising' emphasised,55,Only GrantsNow!,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,bright corporate photo with cream card - warmer palette than the rest,first bright-daylight photo (rest use dark-teal tinted overlays) + explicit 'Only GrantsNow' claim + 7 hashtags,demo - funding success,product_capability,7453065189752557568,2026-04-23,1.0,prefix (185 chars),139.0
SS019,batch4,full,verified,"Join our upcoming webinar here:
https://lnkd.in/ei2DNPX6

Instead of large-scale change, leading institutions are starting with small, focused pilots:
✓ Testing AI for compliance checks
✓ Automating funding opportunity discovery
✓ Supporting proposal development

With platforms like GrantsNow already providing centralised data, workflows, and automation, AI becomes much easier to trial in real scenarios.

We'll be discussing real use cases in our upcoming session",Join our upcoming webinar here:,31,statement,210,yes,62,2,4,31.0,19.3,yes,3,no,0,no,"GrantsNow already provides centralised data, workflows, and automation, making AI easier to trial in real scenarios.",no (arrives after the pilot list),"webinar, AI, compliance checks, funding opportunity discovery, proposal development, centralised data, pilots",authoritative,brand-third-person,webinar,start (link at top),register,Join,no,0,,none visible in the screenshot,,https://lnkd.in/ei2DNPX6,image,typography + two speaker headshot cards,warm cream-to-peach gradient with 'Meet the Speakers' cards and two portrait photos,yes,yes (both speakers),2,speaker cards with names and credentials,gradient,cream to peach,dark teal type + circular speaker portraits,brand-teal + cream + peach,medium,flat gradient with circular photo insets,yes,Upcoming Webinar: AI in Pre-Awards: Unlocking Greater Value and Efficiency,title-case mixed-weight bold,74,"Meet the Speakers - Ian McGowan (25+ yrs managing clients across IT and software) + Dr. Dan King (Research and knowledge exchange specialist with 25+ yrs across strategy, partnerships, and funding)",Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,warm poster with speaker credibility cards,"first post naming individual speakers with credentials (Ian McGowan, Dr. Dan King) + first warm/cream palette + fourth webinar in the series",webinar - AI in Pre-Awards,thought_leadership,7452691446320750592,2026-04-22,1.0,prefix (400 chars),755.0
SS020,batch4,full,verified,"Research teams deserve tools that remove complexity, not add to it. GrantsNow streamlines key Pre and Post Award tasks so your staff can focus more on delivering impactful research, not admin.

#ResearchFunding #PreAwards #PostAwards #ResearchManagement #GrantsNow","Research teams deserve tools that remove complexity, not add to it. GrantsNow streamlines key Pre and Post Award tasks so your staff can focus more on delivering impactful research, not admin.",192,statement,210,yes,31,2,2,15.5,9.1,no,0,no,0,no,"GrantsNow streamlines key Pre and Post Award tasks so staff can focus on impactful research, not admin.",yes,"research teams, pre-award, post-award, admin, research funding, research management",authoritative,brand-third-person,brand awareness,none in caption,none,,no,5,"#ResearchFunding, #PreAwards, #PostAwards, #ResearchManagement, #GrantsNow",brand + niche,,,image,photo + teal card overlay,hands typing on keyboard with plants in background + teal card centred,partial (hands only),no,1,the all-caps 'DO MORE IN LESS TIME' headline,photographic,muted green-grey desk photo,teal card + cream border + white all-caps type,brand-teal + cream + photographic,high,photo realistic with subtle overlay,yes,DO MORE IN LESS TIME.,all-caps bold,21,Streamline Pre and Post-Award instantly with GrantsNow,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,photo hero with short all-caps hook,shortest headline in the set (21 chars) + first all-caps headline + no CTA URL in the caption (brand-awareness rather than sales-driven),brand awareness - streamline Pre and Post-Award,product_capability,7452340405129351169,2026-04-21,1.0,prefix (188 chars),138.0
SS021,batch5,bottom-cropped,inferred,"Join our upcoming webinar here:
https://lnkd.in/ei2DNPX6

Instead of large-scale change, leading institutions are starting with small, focused pilots:
✓ Testing AI for compliance checks
✓ Automating funding opportunity discovery
✓ Supporting proposal development

With platforms like GrantsNow already providing centralised data, workflows, and automation, AI becomes much easier to trial in real scenarios.

We'll be discussing real use cases in our upcoming session",Join our upcoming webinar here:,31,statement,210,yes,62,2,4,31.0,19.3,yes,3,no,0,no,"GrantsNow already provides centralised data, workflows, and automation, making AI easier to trial in real scenarios.",no (arrives after the pilot list),"webinar, AI, compliance checks, funding opportunity discovery, proposal development, centralised data, pilots",authoritative,brand-third-person,webinar,start (link at top),register,Join,no,0,,none visible in the screenshot,,https://lnkd.in/ei2DNPX6,image,photo + typography with WEBINAR pill,soft-focus person with dark teal-to-purple gradient overlay + large headline,yes,partial (soft focus),1,large statement headline with teal accent on 'the benefits and value of AI',photographic,dark teal-to-purple gradient,white type + teal WEBINAR pill + teal accent words in headline,brand-teal + accent-purple + photographic,high,photo with heavy gradient overlay,yes,Why you should create pilot tests to explore the benefits and value of AI,mixed-weight bold with teal accent on 'the benefits and value of AI',73,Join us on Wednesday 6th May at 12:30pm to discuss how AI will help,,GrantsNow logo TL + Research Consulting logo TR + WEBINAR pill,corners + centered pill,webinar poster - photo hero with statement hook,SAME CAPTION AS SS019 (verbatim) but DIFFERENT image and DIFFERENT date (Wed 6th May vs Tue 19th May). This is the natural A/B for 'does the creative alone move the numbers?'. Fifth post in the webinar series overall.,webinar - AI in Pre-Awards,thought_leadership,7452691446320750592,2026-04-22,1.0,prefix (400 chars),755.0
SS022,batch6,full,verified,"GrantsNow syncs data in real time, giving research offices and leadership instant visibility into proposal status, deadlines and workload. No more stale reports or outdated spreadsheets. Get in touch: https://lnkd.in/dU2Brsef

#ResearchData #RealTimeUpdates #UniversitySystems #GrantsNow","GrantsNow syncs data in real time, giving research offices and leadership instant visibility into proposal status, deadlines and workload. No more stale reports or outdated spreadsheets. Get in touch: https://lnkd.in/dU2Brsef",225,statement,210,no,29,3,2,9.7,9.7,no,0,no,0,no,"GrantsNow syncs data in real time, giving research offices and leadership instant visibility into proposal status, deadlines and workload.",yes,"real-time data, research offices, proposal status, deadlines, workload, spreadsheets, university systems",authoritative,brand-third-person,demo,end,contact,Get in touch,no,4,"#ResearchData, #RealTimeUpdates, #UniversitySystems, #GrantsNow",brand + niche,,https://lnkd.in/dU2Brsef,image,photo + teal card overlay,hands typing on keyboard with financial charts + teal card centred,partial (hands only),no,1,the all-caps 'REAL TIME DATA. REAL IMPACT.' hook + 'Only possible with GrantsNow' claim,photographic,dark teal-tinted desk photo,teal card + cream border + white all-caps type,brand-teal + cream + photographic,high,photo realistic with darkened tint,yes,REAL TIME DATA. REAL IMPACT.,all-caps bold,28,Only possible with GrantsNow,Get in touch (+44) 7710 041194 | grantsnow.co.uk,GrantsNow logo TL + HM Government G-Cloud Supplier TR + contact footer strip,corners + footer contact strip,photo hero with short all-caps hook and brand-claim pill,second all-caps headline in the set (after SS020) + 'Only possible with GrantsNow' as exclusivity claim - twinned with SS020's short-hook template,demo - real-time data,product_capability,7450161776261820416,2026-04-15,1.0,prefix (195 chars),104.0
SS023,batch6,full,verified,"Most systems stop at submission, leaving teams to track awards manually. GrantsNow connects Pre Award to Post Award so you have visibility from idea to outcome. Get in touch: https://lnkd.in/dU2Brsef

#GrantLifecycle #PostAward #ResearchManagement #GrantsNow","Most systems stop at submission, leaving teams to track awards manually. GrantsNow connects Pre Award to Post Award so you have visibility from idea to outcome. Get in touch: https://lnkd.in/dU2Brsef",199,statement,210,yes,29,3,2,9.7,6.9,no,0,no,0,no,GrantsNow connects Pre Award to Post Award so you have visibility from idea to outcome.,yes,"submission, tracking, Pre Award, Post Award, grant lifecycle, research management",conversational,brand-and-you (mixed),demo,end,contact,Get in touch,no,4,"#GrantLifecycle, #PostAward, #ResearchManagement, #GrantsNow",brand + niche,,https://lnkd.in/dU2Brsef,image,photo + light cream card overlay,"group of 5 professionals around a laptop, smiling, bright office",yes,yes,5,the cream card headline + 'Sounds neat right?' cheeky pill,photographic,bright warm neutral (rare - like SS018),cream card + orange border + teal type + teal 'Sounds neat right?' pill,brand-teal + gold + bright-photographic,medium,bright natural-light photo,yes,A platform that supports both Pre-Award and Post-Award.,sentence-case mixed-weight,55,Sounds neat right?,,GrantsNow logo TL + HM Government G-Cloud Supplier TR,corners (no footer strip in this one),bright team photo with cream card and conversational pill,most people in a single image (5) + conversational 'Sounds neat right?' pill (only-post using casual language on the image) + no footer contact strip,demo - full lifecycle,product_capability,7449792344716959744,2026-04-14,1.0,prefix (170 chars),189.0
SS024,batch6,bottom-cropped,inferred,"Budgeting shouldn't be the bottleneck but it often is.

Manual spreadsheets, outdated costing models, and disconnected finance data make it difficult to build accurate, compliant proposals.

GrantsNow tackles this with:
✓ Full economic costing (fEC) aligned to TRAC
✓ Automated cost calculations and scenario modelling
✓ Integration with HR & finance systems for real-time data

Fewer errors. Faster approvals. Stronger proposals.

Join us to explore how AI can take budgeting and validation even further.",Budgeting shouldn't be the bottleneck but it often is.,54,statement,210,yes,74,6,5,12.3,11.2,yes,3,no,0,no,"GrantsNow tackles budgeting with full economic costing aligned to TRAC, automated cost calculations, and integration with HR and finance systems.",no (arrives after the pain setup),"budgeting, spreadsheets, costing models, finance data, full economic costing, TRAC, HR and finance systems, AI",authoritative,brand-third-person,webinar,end,register,Join,no,0,,none visible in the screenshot,,,image,photo + typography with WEBINAR pill,soft-focus person with dark teal-to-purple gradient + large question headline,yes,partial (soft focus),1,large question headline with teal accent on 'the hardest parts of Grant Applications',photographic,dark teal-to-purple gradient,white type + teal WEBINAR pill + teal accent words in headline,brand-teal + accent-purple + photographic,high,photo with heavy gradient overlay,yes,Why is budget creation still one of the hardest parts of Grant Applications?,mixed-weight bold with teal accent,77,Join us on Wednesday 6th May at 12:30pm to discuss how AI will help,,GrantsNow logo TL + Research Consulting logo TR + WEBINAR pill,corners + centered pill,webinar poster - photo hero with question hook and teal accent inside,"sixth webinar in the series (SS014-SS016, SS019, SS021, SS024) + same Wed 6th May date as SS021 - possibly A/B for the earlier session",webinar - AI in Pre-Awards,pain_point + thought_leadership,7449429953898680320,2026-04-13,1.0,prefix (400 chars),181.0
